FRUITY	CITRUS	BLOOD ORANGE	BLOOD ORANGE
OVERALL	FLAVOR/DESCRIPTORS	LUSCIOUS	LUSCIOUS	
OVERALL	FLAVOR/DESCRIPTORS	LUSH	LUSH	
OVERALL	FLAVOR/DESCRIPTORS	LUSH MIDPALATE	LUSH	
OVERALL	FLAVOR/DESCRIPTORS	LUSH-TEXTURED PALATE	LUSH	
OVERALL	FLAVOR/DESCRIPTORS	LUXURIOUS	LUXURIOUS	
OVERALL	FLAVOR/DESCRIPTORS	MAGNIFICENT	MAGNIFICENT	
OVERALL	FLAVOR/DESCRIPTORS	MAJESTIC	MAJESTIC	
OVERALL	FLAVOR/DESCRIPTORS	MAJESTY	MAJESTIC	
OVERALL	FLAVOR/DESCRIPTORS	MARVELOUS	MARVELOUS	
OVERALL	FLAVOR/DESCRIPTORS	MASSIVE	MASSIVE	
OVERALL	FLAVOR/DESCRIPTORS	MATURING	MATURING	
OVERALL	FLAVOR/DESCRIPTORS	MATURITY	MATURITY	
OVERALL	FLAVOR/DESCRIPTORS	MEDIUM SWEET	MEDIUM SWEET	
OVERALL	FLAVOR/DESCRIPTORS	MEDIUM-SWEET PALATE	MEDIUM SWEET	
OVERALL	FLAVOR/DESCRIPTORS	MELDS NICELY	MELD	
OVERALL	FLAVOR/DESCRIPTORS	MELT AWAY	MELT AWAY	
OVERALL	FLAVOR/DESCRIPTORS	MIND-BLOWING	MIND-BLOWING	
OVERALL	FLAVOR/DESCRIPTORS	MODERN	MODERN	
OVERALL	FLAVOR/DESCRIPTORS	MODERN ACCENT	MODERN	
OVERALL	FLAVOR/DESCRIPTORS	MODERN STYLE	MODERN	
OVERALL	FLAVOR/DESCRIPTORS	MODEST	MODEST	
OVERALL	FLAVOR/DESCRIPTORS	MOMENTUM	MOMENTUM	
OVERALL	FLAVOR/DESCRIPTORS	MONOLITHIC	MONOLITHIC	
OVERALL	FLAVOR/DESCRIPTORS	MONUMENTAL	MONUMENTAL	
OVERALL	FLAVOR/DESCRIPTORS	MOUTHFEEL	MOUTHFEEL	
OVERALL	FLAVOR/DESCRIPTORS	MOUTHFUL	MOUTHFUL	
OVERALL	FLAVOR/DESCRIPTORS	MOUTHWATERING	MOUTHWATERING	
OVERALL	FLAVOR/DESCRIPTORS	MOUTHWATERING IMPRESSION	MOUTHWATERING	
OVERALL	FLAVOR/DESCRIPTORS	MULTIDIMENSIONAL	MULTIDIMENSIONAL	
OVERALL	FLAVOR/DESCRIPTORS	MULTIFACETED	MULTIFACETED	
OVERALL	FLAVOR/DESCRIPTORS	MUSCLE	MUSCLE	
OVERALL	FLAVOR/DESCRIPTORS	MUSCULAR	MUSCLE	
OVERALL	FLAVOR/DESCRIPTORS	MUSCULAR FRAME	MUSCLES	
OVERALL	FLAVOR/DESCRIPTORS	MUSKY	MUSKY	
OVERALL	FLAVOR/DESCRIPTORS	MUTED	MUTED	
OVERALL	FLAVOR/DESCRIPTORS	NEEDS TIME	NEEDS TIME	
OVERALL	FLAVOR/DESCRIPTORS	NERVY	NERVY	
OVERALL	FLAVOR/DESCRIPTORS	NICE	NICE	
OVERALL	FLAVOR/DESCRIPTORS	NICE GRIP	GRIP	
OVERALL	FLAVOR/DESCRIPTORS	NICELY	NICE	
OVERALL	FLAVOR/DESCRIPTORS	NICELY ENTWINED	NICE	
OVERALL	FLAVOR/DESCRIPTORS	NICELY FRAMED	NICE	
OVERALL	FLAVOR/DESCRIPTORS	NICELY LACED	NICE	
OVERALL	FLAVOR/DESCRIPTORS	NOBLE	NOBLE	
OVERALL	FLAVOR/DESCRIPTORS	NOT OVERLY MUSCULAR	NOT OVERLY MUSCULAR	
OVERALL	FLAVOR/DESCRIPTORS	NOT OVERLY POWERFUL	NOT OVERLY MUSCULAR	
OVERALL	FLAVOR/DESCRIPTORS	NOT SHOWY	NOT SHOWY	
OVERALL	FLAVOR/DESCRIPTORS	NUANCE	NUANCE	
OVERALL	FLAVOR/DESCRIPTORS	NUANCED	NUANCE	
OVERALL	FLAVOR/DESCRIPTORS	NUANCES WEAVE	NUANCE	
OVERALL	FLAVOR/DESCRIPTORS	OILY	OILY	
OVERALL	FLAVOR/DESCRIPTORS	OLD-FASHIONED	OLD-FASHIONED	
OVERALL	FLAVOR/DESCRIPTORS	OLD-SCHOOL	OLD-FASHIONED	
OVERALL	FLAVOR/DESCRIPTORS	OPEN-KNIT	OPEN	
OVERALL	FLAVOR/DESCRIPTORS	OPEN-TEXTURED	OPEN	
OVERALL	FLAVOR/DESCRIPTORS	OPULENT	OPULENT	
OVERALL	FLAVOR/DESCRIPTORS	OPULENT DISPLAY	OPULENT	
OVERALL	FLAVOR/DESCRIPTORS	ORCHESTRATION	ORCHESTRATION	
OVERALL	FLAVOR/DESCRIPTORS	OUTSTANDING	OUTSTANDING	
OVERALL	FLAVOR/DESCRIPTORS	OVERBEARING	OVERBEARING	
OVERALL	FLAVOR/DESCRIPTORS	OVERRIPENESS	OVERRIPENESS	
OVERALL	FLAVOR/DESCRIPTORS	PACKED	PACKED	
OVERALL	FLAVOR/DESCRIPTORS	PERFECTLY	PERFECTLY	
OVERALL	FLAVOR/DESCRIPTORS	PERFUMED	PERFUMED	
OVERALL	FLAVOR/DESCRIPTORS	PERFUMED WHITE	PERFUMED WHITE	
OVERALL	FLAVOR/DESCRIPTORS	PERFUMY	PERFUMY	
OVERALL	FLAVOR/DESCRIPTORS	PERSIST	PERSIST	
OVERALL	FLAVOR/DESCRIPTORS	PERSISTENCE	PERSIST	
OVERALL	FLAVOR/DESCRIPTORS	PERSISTENT	PERSIST	
OVERALL	FLAVOR/DESCRIPTORS	PERSISTING	PERSIST	
OVERALL	FLAVOR/DESCRIPTORS	PERSONALITY	PERSONALITY	
OVERALL	FLAVOR/DESCRIPTORS	PHENOMENAL	PHENOMENAL	
OVERALL	FLAVOR/DESCRIPTORS	PIERCING	PIERCING	
OVERALL	FLAVOR/DESCRIPTORS	PITHY MIDPALATE	PITHY MIDPALATE	
OVERALL	FLAVOR/DESCRIPTORS	PIZZAZZ	PIZZAZZ	
OVERALL	FLAVOR/DESCRIPTORS	PLEASANT	PLEASANT	
OVERALL	FLAVOR/DESCRIPTORS	PLEASING	PLEASING	
OVERALL	FLAVOR/DESCRIPTORS	PLUMP	PLUMP	
OVERALL	FLAVOR/DESCRIPTORS	PLUSH	PLUSH	
OVERALL	FLAVOR/DESCRIPTORS	PLUSH TEXTURE	PLUSH	
OVERALL	FLAVOR/DESCRIPTORS	PLUSH-TASTING	PLUSH	
OVERALL	FLAVOR/DESCRIPTORS	PLUSH-TEXTURED	PLUSH	
OVERALL	FLAVOR/DESCRIPTORS	POISED	POISED	
OVERALL	FLAVOR/DESCRIPTORS	POLISH	POLISH	
OVERALL	FLAVOR/DESCRIPTORS	POLISHED	POLISH	
OVERALL	FLAVOR/DESCRIPTORS	POSITIVELY	POSITIVELY	
OVERALL	FLAVOR/DESCRIPTORS	POTENT	POTENT	
OVERALL	FLAVOR/DESCRIPTORS	POTENTIAL	POTENTIAL	
OVERALL	FLAVOR/DESCRIPTORS	POWER	POWER	
OVERALL	FLAVOR/DESCRIPTORS	POWERFUL	POWER	
OVERALL	FLAVOR/DESCRIPTORS	POWERFULLY RENDERED	POWER	
OVERALL	FLAVOR/DESCRIPTORS	POWERHOUSE	POWER	
OVERALL	FLAVOR/DESCRIPTORS	PRECISION	PRECISION	
OVERALL	FLAVOR/DESCRIPTORS	PRESENCE	PRESENCE	
OVERALL	FLAVOR/DESCRIPTORS	PRETTY	PRETTY	
OVERALL	FLAVOR/DESCRIPTORS	PRIMAL	PRIMAL	
OVERALL	FLAVOR/DESCRIPTORS	PROFOUND	PROFOUND	
OVERALL	FLAVOR/DESCRIPTORS	PROPORTIONED	PROPORTION	
OVERALL	FLAVOR/DESCRIPTORS	PROPORTIONS	PROPORTION	
OVERALL	FLAVOR/DESCRIPTORS	PUNGENT	PUNGENT	
OVERALL	FLAVOR/DESCRIPTORS	PURE	PURE	
OVERALL	FLAVOR/DESCRIPTORS	PURE-TASTING	PURE	
OVERALL	FLAVOR/DESCRIPTORS	PURITY	PURE	
OVERALL	FLAVOR/DESCRIPTORS	QUALITY	QUALITY	
OVERALL	FLAVOR/DESCRIPTORS	QUITE YOUTHFUL	YOUNG	
OVERALL	FLAVOR/DESCRIPTORS	RACY	RACY	
OVERALL	FLAVOR/DESCRIPTORS	RACY PROFILE	RACY	
OVERALL	FLAVOR/DESCRIPTORS	RANGE	RANGE	
OVERALL	FLAVOR/DESCRIPTORS	RAPIERLIKE	RAPIERLIKE	
OVERALL	FLAVOR/DESCRIPTORS	RARE	RARE	
OVERALL	FLAVOR/DESCRIPTORS	RAUCOUS	RAUCOUS	
OVERALL	FLAVOR/DESCRIPTORS	REFIND	REFINED	
OVERALL	FLAVOR/DESCRIPTORS	REFINED	REFINED	
OVERALL	FLAVOR/DESCRIPTORS	REFINEMENT	REFINED	
OVERALL	FLAVOR/DESCRIPTORS	REFRESHING	REFRESHING	
OVERALL	FLAVOR/DESCRIPTORS	RELIANT	RELIANT	
OVERALL	FLAVOR/DESCRIPTORS	RELISH	RELISH	
OVERALL	FLAVOR/DESCRIPTORS	REMAINS VIBRANT	VIBRANT	
OVERALL	FLAVOR/DESCRIPTORS	REMARKABLE	REMARKABLE	
OVERALL	FLAVOR/DESCRIPTORS	REMARKABLY	REMARKABLE	
OVERALL	FLAVOR/DESCRIPTORS	RESERVED	RESERVED	
OVERALL	FLAVOR/DESCRIPTORS	RESONANCE	RESONANCE	
OVERALL	FLAVOR/DESCRIPTORS	RESTRAINED	RESTRAINT	
OVERALL	FLAVOR/DESCRIPTORS	RESTRAINT	RESTRAINT	
OVERALL	FLAVOR/DESCRIPTORS	REVERBERATES	REVERBERATES	
OVERALL	FLAVOR/DESCRIPTORS	RICH	RICH	
OVERALL	FLAVOR/DESCRIPTORS	RICH AROMAS	RICH	
OVERALL	FLAVOR/DESCRIPTORS	RICHLY	RICH	
OVERALL	FLAVOR/DESCRIPTORS	RICHNESS	RICH	
OVERALL	FLAVOR/DESCRIPTORS	RIGHT PROPORTION	RIGHT PROPORTION	
OVERALL	FLAVOR/DESCRIPTORS	RIPE	RIPE	
OVERALL	FLAVOR/DESCRIPTORS	RIPENESS	RIPE	
OVERALL	FLAVOR/DESCRIPTORS	RIVETING	RIVETING	
OVERALL	FLAVOR/DESCRIPTORS	ROBUST	ROBUST	
OVERALL	FLAVOR/DESCRIPTORS	ROCK SOLID	ROCK SOLID	
OVERALL	FLAVOR/DESCRIPTORS	ROCK-SOLID	ROCK SOLID	
OVERALL	FLAVOR/DESCRIPTORS	ROCKY DEPTHS	ROCKY DEPTHS	
OVERALL	FLAVOR/DESCRIPTORS	SANGUINE	SANGUINE	
OVERALL	FLAVOR/DESCRIPTORS	SATINY	SATINY	
OVERALL	FLAVOR/DESCRIPTORS	SAVAGE ALLURE	SAVAGE ALLURE	
OVERALL	FLAVOR/DESCRIPTORS	SAVORY	SAVORY	
OVERALL	FLAVOR/DESCRIPTORS	SAVORY OVERTONES	SAVORY	
OVERALL	FLAVOR/DESCRIPTORS	SEAMLESS	SEAMLESS	
OVERALL	FLAVOR/DESCRIPTORS	SEAMLESS BALANCE	SEAMLESS	
OVERALL	FLAVOR/DESCRIPTORS	SEAMLESS TEXTURE	SEAMLESS	
OVERALL	FLAVOR/DESCRIPTORS	SEAMLESSLY	SEAMLESS	
OVERALL	FLAVOR/DESCRIPTORS	SEAMLESSNESS	SEAMLESS	
OVERALL	FLAVOR/DESCRIPTORS	SEDUCTIVE	SEDUCTIVE	
OVERALL	FLAVOR/DESCRIPTORS	SEDUCTIVE STYLE	SEDUCTIVE	
OVERALL	FLAVOR/DESCRIPTORS	SEDUCTIVELY	SEDUCTIVE	
OVERALL	FLAVOR/DESCRIPTORS	SENSE OF ELEGANCE	ELEGANT	
OVERALL	FLAVOR/DESCRIPTORS	SENSE OF STYLE	STYLE	
OVERALL	FLAVOR/DESCRIPTORS	SENSUOUS	SENSUOUS	
OVERALL	FLAVOR/DESCRIPTORS	SERENE	SERENE	
OVERALL	FLAVOR/DESCRIPTORS	SERENELY	SERENE	
OVERALL	FLAVOR/DESCRIPTORS	SERIOUS	SERIOUS	
OVERALL	FLAVOR/DESCRIPTORS	SERIOUS GRIP	GRIP	
OVERALL	FLAVOR/DESCRIPTORS	SHARPLY DEFINED	SHARPLY DEFINED	
OVERALL	FLAVOR/DESCRIPTORS	SHINES	SHINES	
OVERALL	FLAVOR/DESCRIPTORS	SHOULD EASILY MELD	MELD	
OVERALL	FLAVOR/DESCRIPTORS	SILKY	SILKY	
OVERALL	FLAVOR/DESCRIPTORS	SILKY FLAVORS	SILKY	
OVERALL	FLAVOR/DESCRIPTORS	SILKY TEXTURE	SILKY	
OVERALL	FLAVOR/DESCRIPTORS	SILKY-TEXTURED	SILKY	
OVERALL	FLAVOR/DESCRIPTORS	SIMPLY FANTASTIC	FANTASTIC	
OVERALL	FLAVOR/DESCRIPTORS	SINEW	SINEW	
OVERALL	FLAVOR/DESCRIPTORS	SINEWY	SINEW	
OVERALL	FLAVOR/DESCRIPTORS	SKILLFULLY	SKILLFULLY	
OVERALL	FLAVOR/DESCRIPTORS	SLEEK	SLEEK	
OVERALL	FLAVOR/DESCRIPTORS	SLIM	SLIM	
OVERALL	FLAVOR/DESCRIPTORS	SMOOTH	SMOOTH	
OVERALL	FLAVOR/DESCRIPTORS	SMOOTH TEXTURE	SMOOTH	
OVERALL	FLAVOR/DESCRIPTORS	SMOOTH-TEXTURED	SMOOTH	
OVERALL	FLAVOR/DESCRIPTORS	SMOOTHLY	SMOOTH	
OVERALL	FLAVOR/DESCRIPTORS	SMOOTHNESS	SMOOTH	
OVERALL	FLAVOR/DESCRIPTORS	SMOULDERING	SMOULDERING	
OVERALL	FLAVOR/DESCRIPTORS	SNAPPY	SNAPPY	
OVERALL	FLAVOR/DESCRIPTORS	SNUGLY	SNUGLY	
OVERALL	FLAVOR/DESCRIPTORS	SOFT	SOFT	
OVERALL	FLAVOR/DESCRIPTORS	SOFTEN	SOFT	
OVERALL	FLAVOR/DESCRIPTORS	SOPHISTICATED	SOPHISTICATION	
OVERALL	FLAVOR/DESCRIPTORS	SOPHISTICATION	SOPHISTICATION	
OVERALL	FLAVOR/DESCRIPTORS	SOUR	SOUR	
OVERALL	FLAVOR/DESCRIPTORS	SPARKLER	SPARKS	
OVERALL	FLAVOR/DESCRIPTORS	SPARKS	SPARKS	
OVERALL	FLAVOR/DESCRIPTORS	STEAM	STEAM	
OVERALL	FLAVOR/DESCRIPTORS	STEELY	STEELY	
OVERALL	FLAVOR/DESCRIPTORS	STRENGTH	STRENGTH	
OVERALL	FLAVOR/DESCRIPTORS	STRETCHING	STRETCHING	
OVERALL	FLAVOR/DESCRIPTORS	STRIKING	STRIKING	
OVERALL	FLAVOR/DESCRIPTORS	STRONG	STRENGTH	
OVERALL	FLAVOR/DESCRIPTORS	STUNNER	STUNNING	
OVERALL	FLAVOR/DESCRIPTORS	STUNNING	STUNNING	
OVERALL	FLAVOR/DESCRIPTORS	STYLE	STYLE	
OVERALL	FLAVOR/DESCRIPTORS	STYLISH	STYLE	
OVERALL	FLAVOR/DESCRIPTORS	SUAVE	SUAVE	
OVERALL	FLAVOR/DESCRIPTORS	SUAVELY	SUAVE	
OVERALL	FLAVOR/DESCRIPTORS	SUBDUED	SUBDUED	
OVERALL	FLAVOR/DESCRIPTORS	SUBTLE	SUBTLE	
OVERALL	FLAVOR/DESCRIPTORS	SUBTLETY	SUBTLE	
OVERALL	FLAVOR/DESCRIPTORS	SUCCESS	SUCCESS	
OVERALL	FLAVOR/DESCRIPTORS	SUCCULENT	SUCCULENT	
OVERALL	FLAVOR/DESCRIPTORS	SUMPTUOUS	SUMPTUOUS	
OVERALL	FLAVOR/DESCRIPTORS	SUPER	SUPER	
OVERALL	FLAVOR/DESCRIPTORS	SUPER EFFORT	SUPER	
OVERALL	FLAVOR/DESCRIPTORS	SUPERATTRACTIVE	SUPERATTRACTIVE	
OVERALL	FLAVOR/DESCRIPTORS	SUPERB	SUPERB	
OVERALL	FLAVOR/DESCRIPTORS	SUPERB LENGTH	LENGTH	
OVERALL	FLAVOR/DESCRIPTORS	SUPERB QUALITY	QUALITY	
OVERALL	FLAVOR/DESCRIPTORS	SUPERBLY BALANCED	BALANCE	
OVERALL	FLAVOR/DESCRIPTORS	SUPERCLEAN	SUPERCLEAN	
OVERALL	FLAVOR/DESCRIPTORS	SUPERFINE	SUPERFINE	
OVERALL	FLAVOR/DESCRIPTORS	SUPERFLESHY	SUPERFLESHY	
OVERALL	FLAVOR/DESCRIPTORS	SUPERIOR	SUPERIOR	
OVERALL	FLAVOR/DESCRIPTORS	SUPERPLUSH	SUPERPLUSH	
OVERALL	FLAVOR/DESCRIPTORS	SUPERPOLISHED	SUPERPOLISHED	
OVERALL	FLAVOR/DESCRIPTORS	SUPERRICH	SUPERRICH	
OVERALL	FLAVOR/DESCRIPTORS	SUPERSILKY	SUPERSILKY	
OVERALL	FLAVOR/DESCRIPTORS	SUPPELNESS	SUPPLE	
OVERALL	FLAVOR/DESCRIPTORS	SUPPLE	SUPPLE	
OVERALL	FLAVOR/DESCRIPTORS	SUPPLE TEXTURE	SUPPLE	
OVERALL	FLAVOR/DESCRIPTORS	SUPPORT	SUPPORT	
OVERALL	FLAVOR/DESCRIPTORS	SURPRISINGLY	SURPRISINGLY	
OVERALL	FLAVOR/DESCRIPTORS	SUSTAINING	SUSTAIN	
OVERALL	FLAVOR/DESCRIPTORS	SVELTE	SVELTE	
OVERALL	FLAVOR/DESCRIPTORS	SWEET	SWEET	
OVERALL	FLAVOR/DESCRIPTORS	SWEET-TASTING	SWEET	
OVERALL	FLAVOR/DESCRIPTORS	SWEETISH	SWEET	
OVERALL	FLAVOR/DESCRIPTORS	SWEETNESS	SWEET	
OVERALL	FLAVOR/DESCRIPTORS	SWIRLING	SWIRLING	
OVERALL	FLAVOR/DESCRIPTORS	SYMPHONY	SYMPHONY	
OVERALL	FLAVOR/DESCRIPTORS	TANGINESS	TANGY	
OVERALL	FLAVOR/DESCRIPTORS	TANGY	TANGY	
OVERALL	FLAVOR/DESCRIPTORS	TANTALIZING	TANTALIZING	
OVERALL	FLAVOR/DESCRIPTORS	TASTY	TASTY	
OVERALL	FLAVOR/DESCRIPTORS	TAUT	TAUT	
OVERALL	FLAVOR/DESCRIPTORS	TEMPTING	TEMPTING	
OVERALL	FLAVOR/DESCRIPTORS	TENSION	TENSION	
OVERALL	FLAVOR/DESCRIPTORS	TERRIFIC	TERRIFIC	
OVERALL	FLAVOR/DESCRIPTORS	TERRIFIC CUT	TERRIFIC	
OVERALL	FLAVOR/DESCRIPTORS	TEXTURE	TEXTURE	
OVERALL	FLAVOR/DESCRIPTORS	TEXTURE IS SILKY	SILKY	
OVERALL	FLAVOR/DESCRIPTORS	THE FLAVORS PERSIST	PERSIST	
OVERALL	FLAVOR/DESCRIPTORS	THICK	THICK	
OVERALL	FLAVOR/DESCRIPTORS	THICKLY LAYERED	THICKLY LAYERED	
OVERALL	FLAVOR/DESCRIPTORS	THROWBACK PROFILE	THROWBACK PROFILE	
OVERALL	FLAVOR/DESCRIPTORS	TIGHT	TIGHT	
OVERALL	FLAVOR/DESCRIPTORS	TIGHTLY	TIGHT	
OVERALL	FLAVOR/DESCRIPTORS	TIGHTLY WOUND	TIGHT	
OVERALL	FLAVOR/DESCRIPTORS	TIGHTLY WRAPPED	TIGHT	
OVERALL	FLAVOR/DESCRIPTORS	TOP-NOTCH	TOP-NOTCH	
OVERALL	FLAVOR/DESCRIPTORS	TRACTION	TRACTION	
OVERALL	FLAVOR/DESCRIPTORS	TRADITIONAL	TRADITIONAL	
OVERALL	FLAVOR/DESCRIPTORS	TREMENDOUS	TREMENDOUS	
OVERALL	FLAVOR/DESCRIPTORS	TREMENDOUSLY	TREMENDOUSLY	
OVERALL	FLAVOR/DESCRIPTORS	TRIUMPH	TRIUMPH	
OVERALL	FLAVOR/DESCRIPTORS	TROPICAL	TROPICAL	
OVERALL	FLAVOR/DESCRIPTORS	ULTRACLEAN	ULTRACLEAN	
OVERALL	FLAVOR/DESCRIPTORS	ULTRAREFINED	ULTRAREFINED	
OVERALL	FLAVOR/DESCRIPTORS	ULTRARICH	ULTRARICH	
OVERALL	FLAVOR/DESCRIPTORS	ULTRARIPE	ULTRARIPE	
OVERALL	FLAVOR/DESCRIPTORS	ULTRATHICK	ULTRATHICK	
OVERALL	FLAVOR/DESCRIPTORS	ULTRAVELVETY	ULTRAVELVETY	
OVERALL	FLAVOR/DESCRIPTORS	UNCTUOUS MIDPALATE	UNCTUOUS	
OVERALL	FLAVOR/DESCRIPTORS	UNDERRATED	UNDERRATED	
OVERALL	FLAVOR/DESCRIPTORS	UNDERSTATED	UNDERSTATED	
OVERALL	FLAVOR/DESCRIPTORS	UTTERLY CAPTIVATING	UTTERLY CAPTIVATING	
OVERALL	FLAVOR/DESCRIPTORS	UTTERLY COMPLETE	UTTERLY COMPLETE	
OVERALL	FLAVOR/DESCRIPTORS	VALUE	VALUE	
OVERALL	FLAVOR/DESCRIPTORS	VELVET	VELVET	
OVERALL	FLAVOR/DESCRIPTORS	VELVETY	VELVET	
OVERALL	FLAVOR/DESCRIPTORS	VERVE	VERVE	
OVERALL	FLAVOR/DESCRIPTORS	VIBRANCY	VIBRANT	
OVERALL	FLAVOR/DESCRIPTORS	VIBRANT	VIBRANT	
OVERALL	FLAVOR/DESCRIPTORS	VIBRANT WINE	VIBRANT	
OVERALL	FLAVOR/DESCRIPTORS	VIBRATING	VIBRATING	
OVERALL	FLAVOR/DESCRIPTORS	VIVID	VIVID	
OVERALL	FLAVOR/DESCRIPTORS	VOLUPTUOUS	VOLUPTUOUS	
OVERALL	FLAVOR/DESCRIPTORS	WARM	WARM	
OVERALL	FLAVOR/DESCRIPTORS	WAXY	WAXY	
OVERALL	FLAVOR/DESCRIPTORS	WELCOMING	WELCOMING	
OVERALL	FLAVOR/DESCRIPTORS	WELL DONE	WELL DONE	
OVERALL	FLAVOR/DESCRIPTORS	WELL PUT TOGETHER	WELL PUT TOGETHER	
OVERALL	FLAVOR/DESCRIPTORS	WELL-BALANCED	WELL-BALANCED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-CRAFTED	WELL-CRAFTED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-DEFINED	WELL-DEFINED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-DISPERSED	WELL-DISPERSED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-DONE	WELL-DONE	
OVERALL	FLAVOR/DESCRIPTORS	WELL-ENDOWED	WELL-ENDOWED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-EXTRACTED	WELL-EXTRACTED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-FOCUSED	WELL-FOCUSED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-GROUNDED	WELL-GROUNDED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-HONED	WELL-HONED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-INTEGRATED	WELL-INTEGRATED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-LAYERED	WELL-LAYERED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-MESHED	WELL-MESHED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-POLISHED	WELL-POLISHED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-PROPORTIONED	WELL-PROPORTIONED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-SCULPTED	WELL-SCULPTED	
OVERALL	FLAVOR/DESCRIPTORS	WELL-TONED	WELL-TONED	
OVERALL	FLAVOR/DESCRIPTORS	WILD	WILD	
OVERALL	FLAVOR/DESCRIPTORS	WILD MIX	WILD	
OVERALL	FLAVOR/DESCRIPTORS	WINNER	WINNER	
OVERALL	FLAVOR/DESCRIPTORS	WONDERFUL	WONDERFUL	
OVERALL	FLAVOR/DESCRIPTORS	WONDERFULLY	WONDERFUL	
OVERALL	FLAVOR/DESCRIPTORS	WORTHY	WORTHY	
OVERALL	FLAVOR/DESCRIPTORS	YOUNG	YOUNG	
OVERALL	FLAVOR/DESCRIPTORS	YOUTHFUL	YOUNG	
OVERALL	FLAVOR/DESCRIPTORS	YOUTHFUL TIGHTNESS	YOUNG	
OVERALL	FLAVOR/DESCRIPTORS	YUM	YUM	
OVERALL	FLAVOR/DESCRIPTORS	ZEST	ZEST	
OVERALL	FLAVOR/DESCRIPTORS	ZESTY	ZEST	
OVERALL	FLAVOR/DESCRIPTORS	ZINGY	ZINGY	
MEAT	MEAT	BACON FAT	BACON	
MEAT	MEAT	BACONY	BACON	
MEAT	MEAT	BEEF	BEEF	
MEAT	MEAT	BEEF CARPACCIO	BEEF CARPACCIO	
MEAT	MEAT	BEEFY	BEEF	
MEAT	MEAT	CARPACCIO	BEEF CARPACCIO	
MEAT	MEAT	CHARRED MEAT	CHARRED MEAT	
MEAT	MEAT	GAME	GAME	
MEAT	MEAT	GAMY	GAME	
MEAT	MEAT	GAMY AROMA	GAME	
MEAT	MEAT	GRILLED BEEF	BEEF	
MEAT	MEAT	GRILLED GAME	GRILLED MEAT	
MEAT	MEAT	GRILLED MEAT	GRILLED MEAT	
MEAT	MEAT	HINT OF MEAT	MEAT	
MEAT	MEAT	HINT OF MEATINESS	MEAT	
MEAT	MEAT	INTENSE BEEFY NOTES	BEEF	
MEAT	MEAT	MEAT	MEAT	
MEAT	MEAT	MEATY	MEAT	
MEAT	MEAT	NOTES OF BEEF	BEEF	
MEAT	MEAT	OYSTER SHELL	OYSTER SHELL	
MEAT	MEAT	RED MEAT	RED MEAT	
MEAT	MEAT	ROASTED DUCK	ROASTED DUCK	
MEAT	MEAT	ROASTED MEAT	ROASTED MEAT	
MEAT	MEAT	SALUMI	SALUMI	
MEAT	MEAT	TERIYAKI	TERIYAKI	
HERBS/VEGETABLES	FRESH	ANISE SEED	ANISE SEED	
HERBS/VEGETABLES	FRESH	AUTUMN LEAF	AUTUMN LEAF	
HERBS/VEGETABLES	FRESH	BALSAMIC	BALSAMIC	
HERBS/VEGETABLES	FRESH	BARLEY	BARLEY	
HERBS/VEGETABLES	FRESH	BASIL	BASIL	
HERBS/VEGETABLES	FRESH	BAY LEAF	BAY LEAF	
HERBS/VEGETABLES	FRESH	BELL PEPPER	BELL PEPPER	
HERBS/VEGETABLES	FRESH	BRAMBLE	BRAMBLE	
HERBS/VEGETABLES	FRESH	CARDAMOM	CARDAMOM	
HERBS/VEGETABLES	FRESH	CORIANDER	CORIANDER	
HERBS/VEGETABLES	FRESH	CRUSHED PINE NEEDLE	CRUSHED PINE NEEDLE	
HERBS/VEGETABLES	FRESH	CUT GREEN GRASS	GRASS	
HERBS/VEGETABLES	FRESH	EUCALYPTUS	EUCALYPTUS	
HERBS/VEGETABLES	FRESH	FRESH-CUT GRASS	GRASS	
HERBS/VEGETABLES	FRESH	GRAIN	GRAIN	
HERBS/VEGETABLES	FRESH	GRASS	GRASS	
HERBS/VEGETABLES	FRESH	GRASSY EDGE	GRASS	
HERBS/VEGETABLES	FRESH	HERB	HERBS	
HERBS/VEGETABLES	FRESH	HERBAL	HERBS	
HERBS/VEGETABLES	FRESH	HINT OF MINT	MINT	
HERBS/VEGETABLES	FRESH	HINTS OF MESQUITE	MESQUITE	
HERBS/VEGETABLES	FRESH	MESQUITE	MESQUITE	
HERBS/VEGETABLES	FRESH	MESQUITE-FILLED	MESQUITE	
HERBS/VEGETABLES	FRESH	MINT	MINT	
HERBS/VEGETABLES	FRESH	MINT-SCENTED	MINT	
HERBS/VEGETABLES	FRESH	MINTY	MINT	
